Date,date,publised_date,total_death,total_death_men,total_death_women,total_death_girls,total_death_boys,total_death_children,total_death_adults,total_injured,total_injured_men,total_injured_women,total_injured_girls,total_injured_boys,total_injured_children,total_injured_adults,casualties_cptl,death_cptl,injured_cptl,casaulties_gov_ctrl,death_gov_ctrl,injured_gov_ctrl,casaulties_republic,death_republic,injured_republic,casaulties_other_area,death_other_area,injured_other_area,published_date
7 March 2022,,474,97,54,4,8,17,294,861,76,55,11,3,30,686,545,96,449,409,72,337,136,24,112,790,378,412,NAN
8 March 2022,,516,98,60,5,9,23,321,908,78,57,12,4,34,723,573,111,462,436,87,349,137,24,113,851,405,446,NAN
9 March 2022,,549,101,67,6,9,26,340,957,81,64,14,4,34,760,608,123,485,469,99,370,139,24,115,898,426,472,NAN
10 March 2022,,564,106,73,6,9,26,344,982,83,67,14,4,34,780,622,128,494,481,103,378,141,25,116,924,436,488,NAN
11 March 2022,,564,106,73,6,9,27,344,982,83,67,14,4,36,780,622,128,494,481,103,378,141,25,116,924,436,488,NAN
12 March 2022,,596,124,85,6,10,27,344,"1,067",97,69,14,4,39,844,695,137,558,542,111,431,153,26,127,968,459,509,NAN
13 March 2022,,636,127,91,6,10,30,372,"1,125",101,71,15,4,43,891,720,148,572,564,122,442,156,26,130,"1,041",488,553,NAN
14 March 2022,,691,135,99,7,11,30,409,"1,143",105,73,15,4,43,903,751,173,578,582,134,448,169,39,130,"1,083",518,565,NAN
15 March 2022,,726,141,104,7,13,32,429,"1,174",107,77,15,4,44,927,780,186,594,606,143,463,174,43,131,"1,120",540,580,NAN
16 March 2022,,780,146,111,7,15,36,465,"1,252",130,100,17,7,44,954,854,208,646,634,162,472,220,46,174,"1,178",572,606,NAN
17 March 2022,,780,146,111,7,15,36,465,"1,252",130,100,17,7,50,954,854,208,646,634,162,472,220,46,174,"1,178",572,606,NAN
18 March 2022,,847,155,119,7,21,36,509,"1,399",142,107,18,9,51,"1,072",968,240,728,734,187,547,234,53,181,"1,278",607,671,NAN
18 March 2022,,847,155,119,7,21,36,509,"1,399",142,107,18,9,51,"1,072",968,240,728,734,187,547,234,53,181,"1,278",607,671,NAN
20 March 2022,,847,155,119,7,21,36,509,"1,399",142,107,18,9,51,"1,072",968,240,728,734,187,547,234,53,181,"1,278",607,671,NAN
